rating,roaster,title,blind_assessment,notes,bottom_line,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity,body,flavor,aftertaste,url,with_milk,agtron_external,agtron_ground,is_espresso,quantity_value,quantity_unit,price_value,price_currency,price_usd,cpi,date,price_usd_adj,quantity_in_lbs,price_usd_adj_per_lb
92.0,Revel Coffee,Guatemala Santa Sofia Lot 3,"Evaluated as espresso. In the small cup both Ken (91) and his co-taster (92) admired the bright, refreshing fruit (strawberry in particular) rounded by a fudgy chocolate, an impressively syrupy mouthfeel, and a flavor-saturated but clean finish. Vivacious in three parts milk: orange zest and caramel.","Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount - a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",,"Billings, Montana","Alta Verapaz Department, north-central Guatemala.",Medium-Dark,$13.00/12 ounces,2013-05-01,8.0,,9.0,9.0,8.0,https://www.coffeereview.com/review/guatemala-santa-sofia-lot-3/,8,46.0,55.0,True,12.0,ounces,13.0,USD,13.0,232.945,2013-05-01,17.53,0.75,23.37
93.0,JBC Coffee Roasters,El Venado Costa Rica Yellow Honey SL28,"Delicately high-toned, balanced. Pink grapefruit, cocoa nib, narcissus, lychee, a hint of green peppercorn in aroma and small cup. Richly viscous mouthfeel; cocoa-toned finish with a hint of pink grapefruit. In cappuccino-scaled milk, floral and cocoa notes take center stage, while sweet citrus recedes.","Evaluated as espresso. Produced at Finca El Venado and processed at Cerro San Luis Micromill entirely of the SL28 variety of Arabica, and processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information",A pretty Costa Rica yellow honey espresso with an especially inviting mouthfeel; citrusy and floral in the straight shot.,"Madison, Wisconsin","West Valley growing region, Costa Rica",Medium-Light,$20.00/8 ounces,2023-02-01,9.0,,9.0,9.0,8.0,https://www.coffeereview.com/review/el-venado-costa-rica-yellow-honey-sl28/,8,60.0,76.0,True,8.0,ounces,20.0,USD,20.0,300.84,2023-02-01,20.89,0.5,41.78
92.0,Te Aro Roasted,Kenya Euro Prep,"Sweetly crisp aroma with suggestions of night flowers, cocoa, peach. In the cup the acidity is bright but smooth, mouthfeel lightly syrupy, flavor rich with continued night floral, lemony cocoa and peach notes, all of which carry into a long, sweet finish.","Despite stresses brought on by social unrest, charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Euro Prep describes green coffees that have been subjected to a particularly rigorous hand color sorting. With roots in New Zealand, Te Aro Roasted is a Toronto based coffee company that emphasizes its ""fresh air roasted"" coffee, a technology that utilizes a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.te-aro.ca or call 416-465-2006 for more information.",,"Toronto, Ontario, Canada",Kenya.,Medium,,2010-01-01,8.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/kenya-euro-prep/,,49.0,72.0,False,,,,,,216.687,2010-01-01,,,
93.0,Temple Coffee,Ethiopia Sasaba Guji,"Delicately sweet-tart, fruit-toned. Lychee, raspberry, cocoa nib, orange zest, cedar in aroma and cup. Sweet, gentle acidity; full, syrupy mouthfeel. Cocoa nib and raspberry notes lead in the pleasing finish.","Produced by smallholding farmers, from trees of heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit) at Tsegay Hagos Tesfaye’s Sasaba Washing Station. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",A classic natural-processed Ethiopia centered around harmonious fruit notes supported by cocoa nib — balanced and inviting.,"Sacramento, California","Sidamo growing region, south-central Ethiopia",Medium-Light,$24.50/12 ounces,2024-02-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-sasaba-guji/,,57.0,76.0,False,12.0,ounces,24.5,USD,24.5,310.326,2024-02-01,24.8,0.75,33.07
88.0,Espresso Republic,Static Ravens Dark Roast Mexico,"Richly aromatic, wood-framed, bittersweet. Rhododendron, fresh mulch, dried apricot, saltwater taffy, molasses in aroma and cup. Bitter-leaning in structure; lean, silky mouthfeel. The finish is gently drying, with sweet mulch notes and vanilla-like florals.","A blend of Arabica coffees from Chiapas State, Mexico, all processed by the wet-processed or “washed” method, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.","The bittersweet structure, dried fruit notes and vanilla-toned flowers pleasantly nudge this coffee toward a darker roast profile, even though this is a medium-roasted bean.","Chino, California","Chiapas State, Mexico",Medium-Light,$14.00/12 ounces,2017-09-01,8.0,7.0,8.0,8.0,7.0,https://www.coffeereview.com/review/static-ravens-dark-roast-mexico/,,56.0,78.0,False,12.0,ounces,14.0,USD,14.0,246.819,2017-09-01,17.82,0.75,23.76
93.0,Caffeic,Ethiopia,"Richly sweet, spice-toned. Dried cherry, lemon zest, baker’s chocolate, cashew, a hint of cayenne in aroma and cup. Delicate, sweetly tart structure with bright acidity; crisp, velvety mouthfeel. The flavor-saturated finish centers on citrus notes and chocolate in the short, with a suggestion of cayenne in the long.","This coffee tied for the second-highest rating in a cupping of Value Coffees for Coffee Review‘s March 2018 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Caffeic is a family-owned, Montana-based roaster with a focus on sourcing and sharing the highest-quality coffees available. Visit www.caffeic.coffee for more information.","A confident, juicy-rich Ethiopia with appealing notes of citrus and cherry.","Helena, Montana","Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,$14.00/12 ounces,2018-03-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-2/,,53.0,69.0,False,12.0,ounces,14.0,USD,14.0,249.554,2018-03-01,17.63,0.75,23.51
91.0,Just Coffee Cooperative,AIPEP Bolivian Fair Trade Espresso,"Evaluated as espresso. Ken rated this softly bright espresso three points higher at 92 than the co-taster did at 89. Ken simply seems to have found more going on and liked what he found better: a fuller mouthfeel, a slightly more complex set of aromatics (for Ken citrus, honey, flowers, chocolate; for his co-taster taster citrus, praline, pear), a longer finish and a more complex, persistent flavor in milk.","AIPEP is a cooperative that represents approximately sixty farming families. This coffee is certified organically grown. Although it is described as ""100% Fair Trade"" on the front of the bag, judging by the absence of trademarked seal it may not be certified Fair Trade by Fair Trade USA, the sole American certifier for the Fair Trade Labeling Organizations International (FLO). Instead it bears the seal of the Fair Trade Federation, a membership (rather than certifying) organization devoted to ""providing fair wages and good employment opportunities to economically disadvantaged artisans and farmers worldwide."" Just Coffee is a politically motivated business that believes in working for peace, encouraging social change and roasting high-quality coffee. Visit www.justcoffee.coop or call 608-204-9011 for more information.",,"Madison, Wisconsin","Caranavi Province, La Paz Department, Bolivia.",Medium,$10.75/12 ounces,2013-05-01,8.0,,8.0,8.0,9.0,https://www.coffeereview.com/review/aipep-bolivian-fair-trade-espresso/,9,51.0,66.0,True,12.0,ounces,10.75,USD,10.75,232.945,2013-05-01,14.5,0.75,19.33
92.0,Hala Tree Kona Coffee,Typica Natural,"Deeply sweet, pleasantly herb-toned. Baking chocolate, spearmint, maple syrup, freesia, hazelnut in aroma and cup. Richly bittersweet structure with brisk acidity; crisp, lightly syrupy mouthfeel. The resonant, nut-toned finish centers around notes of baking chocolate and hazelnut.","Certified organic. Produced entirely from trees of the Typica variety of Arabica. A washed-process coffee (fruit is removed before drying). Hala Tree Coffee is a family-owned organic Kona coffee farm located near Captain Cook village, in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.","A deftly medium roasted Kona Typica with pleasing chocolate notes and undercurrents of sweet, spearmint-like herbs and spice-toned florals.","Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium,$33.00/8 ounces,2020-06-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/typica-natural/,,52.0,68.0,False,8.0,ounces,33.0,USD,33.0,257.797,2020-06-01,40.22,0.5,80.44
87.0,Batdorf & Bronson,Decaf Skye’s Mountain Blend,"Simple in terms of nuance but splendid structure: rich and pleasing balance of sweet and roasty tones with a pleasant shimmer of acidity and suggestions of citrus and pineapple. The roast tones are rather heavily bitter when the cup is hot, but soften and round beautifully as it cools.","Depending on origin, the components of this blend were processed either by the solvent or CO2 processes. Batdorf & Bronson is a leading wholesale artisan specialty roaster with roasting locations in both Olympia, Washington and Atlanta, Georgia. Visit www.batdorfcoffee.com or call 800-955-5282 for more information.",,"Olympia, Washington","Kenya, Colombia, Sumatra",,,2002-07-01,8.0,7.0,7.0,7.0,8.0,https://www.coffeereview.com/review/decaf-skyes-mountain-blend/,,0.0,0.0,False,,,,,,180.1,2002-07-01,,,
91.0,Buon Caffe,BEAGLE Espresso Blend,"Evaluated as espresso. Floral-toned, richly wood-framed. Calla lily, tangerine zest, pink peppercorn, balsa wood, amber in aroma and small cup. Velvety mouthfeel; gently drying, wood-centered finish. In cappuccino-scaled milk, Calla lily and pink peppercorn notes intersect with tangerine zest.","A blend of coffees from Ethiopia, Colombia and Brazil, roasted for espresso applications. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A nuanced espresso blend, floral and spice-toned with a throughline of rich aromatic wood notes.","Taipei, Taiwan",Ethiopia; Colombia; Brazil,Medium,NT 159/8 ounces,2024-02-01,8.0,,8.0,9.0,7.0,https://www.coffeereview.com/review/beagle-espresso-blend/,9,50.0,68.0,True,8.0,ounces,159.0,TWD,5.09,310.326,2024-02-01,5.15,0.5,10.3
81.0,Flavia,Colombia,"(As brewed in a Flavia Fusion Drink Station using a Flavia proprietary single-serve pouch at a cup volume of 7 ounces): Subdued, delicate, vanilla-toned aroma. In the cup excellent body and mouthfeel, good sweetness, but very flat and monotoned in flavor, with a hint of fruit and cardboardy stale notes. No flavor whatsoever persists in the simple, slightly astringent finish.","The Flavia Fusion Drink Station is a sleekly redesigned, consumer version of the well-established office hot beverage machines Flavia S350 and SB100. It prepares coffees in proprietary Flavia pouches, which currently cannot be purchased from third-party roasting companies and cannot be used in other single-serve brewing devices. Flavia is a brand of Mars Incorporated, a large privately owned company that started with its now classic candies before adding pet food (Whiskas), people food (Uncle Ben's) vending systems, and now the Flavia Drink Station and its beverages. Visit www.myflavia.com or call 888-693-5284 for more information.",,"West Chester, Pennsylvania",Colombia,,,2005-12-01,6.0,7.0,7.0,6.0,6.0,https://www.coffeereview.com/review/colombia/,,0.0,0.0,False,,,,,,196.8,2005-12-01,,,
88.0,Green Mountain Coffee,Fair Trade Organic Ethiopia Yirgacheffe,"Attractive floral, nut, lemon and vanilla notes, but rather muted, especially in the aroma. Round, gentle acidity; unusually buttery mouthfeel. The nut note hints at chocolate in a sweet, rich finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctively floral- and fruit-toned coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Keurig/Green Mountain, formerly Green Mountain Coffee Roasters, pioneered single-serve capsule brewing in the United States with its Keurig brewing system, and remains one of the country’s leading large specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.GreenMountainCoffee.com or call 888-879-4627 for more information.",,"Waterbury, Vermont","Yirgacheffe growing region, southern Ethiopia.",Medium,$9.49/10 ounces,2011-07-01,7.0,7.0,8.0,8.0,8.0,https://www.coffeereview.com/review/fair-trade-organic-ethiopia-yirgacheffe-2/,,50.0,60.0,False,10.0,ounces,9.49,USD,9.49,225.922,2011-07-01,13.2,0.62,21.29
91.0,Caffe Luxxe,Costa Rica Tarrazu,"Deeply sweet, richly wood-framed. Watermelon candy, sandalwood, narcissus-like flowers, toasted pecan, maple syrup in aroma and cup. Bittersweet structure; crisp, satiny mouthfeel. Aromatic wood leads in the short finish, while notes of watermelon candy (think Jolly Rancher) and sweet florals resurface in the long.","Produced by Martin Urena of La Chumeca Farm entirely from trees of the respected Red Catuai variety of Arabica. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",A paradoxical natural-processed Costa Rica coffee with big sweetness (fruit and florals) and rich aromatic wood notes in equal measure.,"Santa Monica, California","Tarrazu growing region, Costa Rica",Medium-Light,$25.00/12 ounces,2018-03-01,9.0,8.0,8.0,8.0,8.0,https://www.coffeereview.com/review/costa-rica-tarrazu-4/,,52.0,76.0,False,12.0,ounces,25.0,USD,25.0,249.554,2018-03-01,31.47,0.75,41.96
93.0,Magnolia Coffee,Magnolia Blend Espresso,"Evaluated as espresso. Sweet-toned, chocolaty and floral. Dark chocolate, pomegranate, freesia-like flowers, cedar, caramel in aroma and cup. Satiny-smooth mouthfeel; chocolaty, caramel-toned finish. In three parts milk, dessert-like in its chocolaty sweetness and floral undertones.",A blend of washed- and natural-processed coffees from Papua New Guinea and Costa Rica. Magnolia Coffee is a Charlotte-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information.,"A blend of coffees from Papua New Guinea and Costa Rica, roasted for espresso, rich-toned and chocolaty, particularly in cappuccino-scaled milk.","Charlotte, North Carolina",Papua New Guinea; Costa Rica,Medium-Light,$16.00/12 ounces,2021-11-01,9.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/magnolia-blend-espresso/,9,52.0,72.0,True,12.0,ounces,16.0,USD,16.0,277.948,2021-11-01,18.09,0.75,24.12
96.0,Paradise Roasters,Panama Hacienda La Esmeralda Gesha,"Tart but lushly sweet aroma: Floral-saturated cherryish fruit and a cedary milk chocolate. In the cup the acidity is big, round, and deeply sweet, the general structure dry but opulent with a basket of berry/cherry notes, honey, flowers, chocolate. Rich, resonant finish with impressive flavor persistence.","Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee: A 2007 lot sold at auction this for an extraordinary $130 per pound. This lot of Gesha is from the same fields, crop and variety as the record-breaking auction lot but was sold outside auction. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. Tactfully roasted at Paradise Roasters, which prides itself on roasting and shipping coffee only after orders are placed and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",,"Ramsey, Minnesota","Boquete growing region, western Panama",Medium,,2007-08-01,9.0,8.0,7.0,10.0,8.0,https://www.coffeereview.com/review/panama-hacienda-la-esmeralda-gesha/,,51.0,69.0,False,,,,,,207.917,2007-08-01,,,
91.0,Java Blend Coffee Roasters,Brazil Espirito Santo Pulped Natural,"Delicate, crisply tart. Blackcurrant, walnut, lemon zest, carob, violet in aroma and cup. Brisk, sweet-tart acidity; plush, satiny mouthfeel. Flavor consolidates to carob and blackcurrant in the crisp finish.","Produced by Laudalino Grinevald entirely from trees of the Catuai variety of Arabica. Processed by the pulped natural (the Brazilian term) or “honey” (the Central-American term) method, in which the skin is removed from the coffee fruit immediately after picking, but the seeds or beans are dried with all or part of the sweet pulp, or fruit flesh, still adhering to them. This coffee tied for the second-highest rating in a cupping of honey-processed coffees for Coffee Review‘s August 2016 tasting report. Java Blend Coffee Roasters is a small batch roasting company owned and operated by the same family since 1938. It custom-roasts and delivers coffee within two days of ordering throughout most of the Maritime Provinces of Canada. Visit www.javablendcoffee.com or call 877-596-5282 for more information.","With a savory edge reminiscent of a fine Kenya, this coffee is crisply high-toned yet also deeply sweet.","Halifax, Nova Scotia, Canada","Montanhas do Espirito Santo growing region, Espirito Santo State, Brazil",Medium-Light,CAD $13.60/12 ounces,2016-08-01,8.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/brazil-espirito-santo-pulped-natural/,,56.0,79.0,False,12.0,ounces,13.6,CAD,10.38,240.849,2016-08-01,13.54,0.75,18.05
89.0,Toms Roasting Co.,Rwanda Butare,"Quiet, sweet-savory. Green apple, brown sugar, cedar, white peppercorn in aroma and cup. Brisk, juicy acidity; plump mouthfeel. Flavor consolidates in a crisp, dry finish.","Rwanda’s impressive potential as fine coffee producer has come to fruition over the past two decades, owing to the industry of its growers, generous support from international aid agencies, and the commitment of North American specialty coffee roasters. Purchased as whole bean in a 12-ounce foil bag with one-way degassing valve at a Whole Foods location in northern California. This sample was roasted and packaged at Toms’ Los Angeles, California facility. The company’s business model includes a donation to charity with every purchase. Visit www.toms.com/coffee for more information.",,"Los Angeles, California","Butare, Rwanda",Medium-Light,$12.99/12 ounces,2016-02-01,7.0,8.0,8.0,8.0,8.0,https://www.coffeereview.com/review/rwanda-butare/,,58.0,82.0,False,12.0,ounces,12.99,USD,12.99,237.111,2016-02-01,17.21,0.75,22.95
94.0,Kakalove Cafe,Ethiopia Natural Guji Uraga G1 Lot 20-05,"Richly aromatic, sweetly tart, deeply savory. Lilac, dark chocolate, lemon drop, pink grapefruit zest, shiitake mushroom in aroma and cup. Harmonious sweet-tart-savory structure; lyrical, syrupy-smooth mouthfeel. The flavor-saturated finish leads with citrus notes (lemon drop, pink grapefruit zest) in the short, rounding to deep chocolate and sweet mushroom notes in the long.",Guji is nestled next to Ethiopia's better-known Yirgacheffe and Sidamo growing regions. This is a “natural” or dry-processed coffee (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A multi-layered, floral-inclined natural-processed Ethiopia cup with an umami undercurrent: a trifecta of sweet, tart, savory impulses.","Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,NT $375/8 ounces,2021-01-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-natural-guji-uraga-g1-lot-20-05/,,58.0,78.0,False,8.0,ounces,375.0,TWD,13.36,261.582,2021-01-01,16.05,0.5,32.1
93.0,Chocolate Fish Coffee Roasters,Finca Merced Guatemala,"Richly sweet, high-toned. Maple syrup, orange zest, roasted cacao nib, peach, cedar in aroma and cup. Sweet-tart structure; satiny mouthfeel. The resonant finish has a throughline of roasted cacao nib, accompanied by notes of peach and maple syrup in the short and orange zest and cedar in the long.","Produced by the Ortega family entirely from trees of the heirloom Bourbon variety of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.","A sweetly bright, cocoa-toned Guatemala cup with engaging stone fruit and aromatic wood complications.","Sacramento, California","Chimaltenango Department, Guatemala",Light,$17.00/12 ounces,2017-12-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/finca-merced-guatemala-2/,,58.0,84.0,False,12.0,ounces,17.0,USD,17.0,246.524,2017-12-01,21.67,0.75,28.89
91.0,JBC Coffee Roasters,Ramal FTO Mexican,"Quiet, subtly original. A pleasant, starchy caramel sweetness, fresh-cut wood, fir perhaps, with hints of citrus and rose-like flowers in aroma and cup. Roundly and gently tart acidity; silky mouthfeel. Flavor carries quietly into a sweet, balanced finish.","This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",,"Madison, Wisconsin",Mexico.,Medium-Light,$12.99/12 ounces,2013-08-01,8.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/ramal-fto-mexican/,,60.0,75.0,False,12.0,ounces,12.99,USD,12.99,233.877,2013-08-01,17.45,0.75,23.27
88.0,La Bean Coffee,Bali Blue Moon,"Pungent, earth and aromatic-wood character with undercurrents of chocolaty, prune-like sweetness carrying from aroma into cup. Hints of orange and grapefruit; medium to full body.","Certified organically grown. The exotic and colorful island of Bali produces a small volume of coffee in the interior highlands, apparently processed using the unorthodox ""wet-hulling"" technique responsible for the similarly distinctive coffees of the neighboring Indonesian islands of Sumatra and Sulawesi. Based in the Catskill Mountains of New York, La Bean Coffee is a small roasting company that serves wholesale and Internet retail customers with fresh roasted coffee and focuses its business practices on social and philanthropic goals of sustainability and fairness. Visit www.labeancoffee.com or call 845-647-1500 for more information.",,"Summitville, New York",Bali,Medium-Dark,,2009-10-01,8.0,7.0,8.0,8.0,7.0,https://www.coffeereview.com/review/bali-blue-moon/,,43.0,55.0,False,,,,,,216.177,2009-10-01,,,
94.0,Old Soul Co.,Whiskey Dreams Moka Java,"Sweetly spice-toned, gently fermenty. Dark chocolate, fennel, raspberry jam, whiskey barrel, lemon balm in aroma and cup. Brightly sweet with juicy acidity; plush, creamy mouthfeel. The resonant finish centers around notes of whiskey-toned raspberry and oak.","This exceptional coffee was selected as the No. 27 coffee on Coffee Review’s list of the Top 30 Coffees of 2022. A pre-roast blend of two coffees, a wet-hulled Sumatra and a natural-processed Ethiopia. Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.","A classic Moka Java blend that evokes the depth of aroma and flavor of a high-end whiskey: fruity, earthy, decadent.","Sacramento, California",Indonesia; Ethiopia,Medium-Light,$18.00/12 ounces,2022-02-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/whiskey-dreams-moka-java/,,58.0,76.0,False,12.0,ounces,18.0,USD,18.0,283.716,2022-02-01,19.93,0.75,26.57
91.0,JBC Coffee Roasters,Bufcafe Rwanda Espresso,"Evaluated as espresso. Deep, round, quietly complex. Banana, crisp dark chocolate, blood orange, flowers in aroma and small cup. Lightly but distinctly syrupy mouthfeel; citrus and chocolate carry into a gently rich finish. Flavor notes round but persist with some nuance in three parts milk.","Rwanda's impressive potential as fine coffee producer has come to fruition over the past decade owing to the industry of its growers, generous support from international aid agencies, and the commitment of North American specialty coffee roasters. JBC Coffee Roasters (formerly Johnson Brothers Coffee) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",,"Madison, Wisconsin",Rwanda,Medium,$14.25/12 ounces,2014-04-01,8.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/bufcafe-rwanda-espresso-2/,8,49.0,57.0,True,12.0,ounces,14.25,USD,14.25,237.072,2014-04-01,18.88,0.75,25.17
87.0,Joe's Coffee House,Tanzania,"A simple but refreshing coffee: rather high-toned, delicate in body, gently acidy, with coffee fruit that reads as cherry with a sweet-pipe-tobacco twist. The finish is rich, clean, and surprisingly long.","Unusual Tanzania for the American specialty industry in that it consists of normal beans rather than beans of the oval peaberry grade. Joe's Coffee House is a quality-oriented retail and wholesale coffee roaster and seller of related products headquartered in Atlanta, Georgia. Visit www.joescoffeehouse.com or call 866-853-1200 for more information.",,"Atlanta, Georgia",Tanzania,Medium,,2005-02-01,7.0,7.0,7.0,8.0,8.0,https://www.coffeereview.com/review/tanzania/,,44.0,62.0,False,,,,,,191.8,2005-02-01,,,
95.0,Paradise Roasters,Ka’u IPA Natural,"Complex, high-toned, resiny. Malt, amber, pomelo, baking chocolate, date in aroma and cup. Brightly bittersweet structure with juicy acidity; plush, satiny mouthfeel. Perfumed finish with leading notes of amber and pomelo.","Grown by Miranda Farms, entirely of the Red Catuai variety of Arabica, and processed by Miguel Meza by a proprietary method that utilizes a yeast strain associated with the style of beer known as Indian Pale Ale or IPA during fermentation. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An experimentally processed Red Catuai grown on Hawai’i Island and processed with beer yeast, promoting a uniquely brisk and complex cup.","Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,$25.00/4 ounces,2022-02-01,9.0,9.0,9.0,9.0,9.0,https://www.coffeereview.com/review/kau-ipa-natural/,,58.0,78.0,False,4.0,ounces,25.0,USD,25.0,283.716,2022-02-01,27.68,0.25,110.72
91.0,Ithaca Coffee Company,Yemen Rayyan Mill,"Very delicate; sweetly fruit-forward. Dried raspberry, prairie flowers, almond paste, spearmint, a hint of brandy in aroma and cup. Gentle, rounded acidity; lightly syrupy mouthfeel. The flavor consolidates to raspberry and spearmint in the subtle, gently drying finish.","Haraz (also Haraaz, other spellings) is a celebrated coffee growing region in north-central Yemen, west of the capital of Sana’a. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient cultivars and sun-dried, usually on the roofs of stone houses. Founded in 2004, Ithaca Coffee Company now has two retail locations, a roastery and a bakery. The company prides itself in offering gourmet foods and gifts, as well as small-batch-roasted coffees.For more information, visit www.ithacacoffee.com.","A hint of sweet ferment complicates this light-roasted, delicately berry- and herb-toned cup from the historic origin of Yemen.","Ithaca, New York","Haraz (also Haraaz) growing region, north-central Yemen",Light,$19.99/12 ounces,2016-08-01,8.0,8.0,8.0,9.0,7.0,https://www.coffeereview.com/review/yemen-rayyan-mill/,,65.0,92.0,False,12.0,ounces,19.99,USD,19.99,240.849,2016-08-01,26.08,0.75,34.77
90.0,Tully's Coffee,House Blend,"Orange-toned aroma with suggestions of spicy cinnamon and toast. Medium body, soft mouthfeel and balanced, citrusy acidity. In the cup sweet citrus fades to notes of aromatic wood and baking spices. Finishes cleanly, with mild dark chocolate notes in the long.",Tully's is a large quality-oriented specialty roasting company and caf? chain based in Seattle. Visit www.tullys.com or call 800-968-8559 for more information.,,"Seattle, Washington",Not disclosed.,Medium-Dark,,2009-01-01,8.0,8.0,7.0,8.0,8.0,https://www.coffeereview.com/review/house-blend-11/,,39.0,44.0,False,,,,,,211.143,2009-01-01,,,
