rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
93,Magnolia Coffee,Sumatra Gayo Lues Natural,"Fruit-forward, sweetly tart. Dried raspberry, persimmon, baking chocolate, nutmeg, agave syrup in aroma and cup. Sparkling acidity; crisp, satiny mouthfeel. Berry-toned finish with hints of baking chocolate.",Produced by smallholding farmers and processed by the natural method (dried in the whole fruit). Magnolia Coffee is a Charlotte-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information.,"A natural-processed coffee from Sumatra, where washed and wet-hulled is the most common processing method — fruit-driven and deeply aromatic.","Charlotte, North Carolina","Aceh Province, Sumatra, Indonesia",Medium,60/74,$23.00/12 ounces,July 2023,9,,8,9,8,https://www.coffeereview.com/review/sumatra-gayo-lues-natural/,2023-07-05,9,,,,,,,,
93,Mortem Labs,Lord of the Beans Espresso Roast,"Evaluated as espresso. Richly sweet-tart, deep-toned. Black cherry, chocolate fudge, hazelnut, sassafras, cedar in aroma and small cup. Crisp, satiny-smooth mouthfeel; resonant, fudge-like finish. In cappuccino format, a really nice coconut note emerges, and the milk harmonizes beautifully with the fruit and nut tones.","A blend of coffees from Ethiopia, Mexico and Indonesia, each roasted separately and then combined to make Mortem’s flagship blend. Mortem Labs is a Norfolk, Virginia roastery that offers small-batch blends and select single-origin coffees. Visit www.mortem-labs.com for more information.","This bargain of a melange roast is designed for espresso, but it’s also solid as a pour-over or an Aeropress.","Norfolk, Virginia",Ethiopia; Mexico; Indonesia,Dark,40/58,$16.99/12 ounces,November 2025,9,,8,9,8,https://www.coffeereview.com/review/lord-of-the-beans-espresso-roast/,2026-01-13,,9,,,,,,,
87,Kaldi's Best Sustainable Coffees,Sweet Spot Espresso Blend,"Deep, chocolate-toned aroma. In the small cup medium to full in body, in flavor sweetly cedar-toned with dry chocolate and apricot complication. The short finish is rich, the long fades toward astringency. Rounds nicely in milk, displaying a fine balance of crisp cedar and chocolate-toned fruit.","All coffees composing this blend are certified organically grown and certified Fair Trade, meaning they were purchased from small-holding farmers at a ""fair"" or economically sustainable price. Kaldi's Best is a small wholesale and retail roaster specializing in sustainable - certified organic, Fair Trade, etc. - coffees. Visit www.kaldisbest.com or call 800-525-3475 for more information.",,"Madison, Wisconsin",Not Disclosed,Very Dark,38/42,,March 2005,8,,7,7,7,https://www.coffeereview.com/review/sweet-spot-espresso-blend/,2014-10-02,,8,,,,,,,
92,Kakalove Cafe,Tanzania Songea Peaberry,"Engaging, complex, sweetly tart. Honey, roasted cacao nib, tart kumquat, lavender-like flowers in aroma and cup. Softly rich acidity; lightly syrupy mouthfeel. Citrus and cacao in particular carry into a bittersweet, flavor-saturated finish.","Produced by small-holding growers near Lake Nyasa. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Kakalove Café is a nano-roaster located the small city of Chia-Yi in Taiwan that strives to procure and roast the best quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.",,"Chia-Yi, Taiwan","Ruvuma growing region, southwestern Tanzania.",Medium,52/81,NT $500/16 ounces,November 2013,9,8,8,9,8,https://www.coffeereview.com/review/tanzania-songea-peaberry/,2016-01-25,,,,,,,,,
92,Flight Coffee Co.,Ethiopia Washed Sidamo,"Floral notes stretch from evanescent, delicate top notes to lushly rich, jasmine-like mid-notes in aroma and cup, with roasted cacao nib and kiwi/lemon complications. Round, rich acidity; lightly syrupy, lively mouthfeel. The finish is drying but long and flower-saturated.","Southern Ethiopia coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral and citrus notes. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Dark,51/66,$12.50/12 ounces,May 2013,8,8,9,9,8,https://www.coffeereview.com/review/ethiopia-washed-sidamo/,2020-02-27,,,,,,,,,
93,Temple Coffee,Peru Lucmabamba,"Chocolaty-sweet. Dark chocolate, magnolia, almond butter, mandarin zest, date in aroma and cup. Gentle, round acidity; plush, syrupy mouthfeel. Chocolaty, nut-toned finish.","Produced by smallholding farmers of the Huadquiña Group from trees of the Bourbon, Caturra and Typica varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A chocolaty, nut-driven Peru, richly sweet and deep, with an especially syrupy, viscous mouthfeel.","Sacramento, California","Cusco region, Peru",Medium,57/73,$23.00/12 ounces,July 2023,9,,9,9,8,https://www.coffeereview.com/review/peru-lucmabamba/,2023-07-05,8,,,,,,,,
93,Mystic Monk Coffee,Panama Boquete,"Comforting, chocolate-driven. Baking chocolate, roasted almond, tangerine zest, dried fig, and thyme in aroma and cup. Rounded, medium-bright acidity; full, supple mouthfeel. The finish is gently bittersweet, centering cocoa and nut tones with a touch of citrus zest.",Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,"An affordable and accessible coffee from this world-famous growing region, rife with deep chocolate, rich nut, and bittersweet citrus zest notes throughout the profile.","Clark, Wyoming","Boquete, Panama",Medium,55/72,$16.95/12 ounces,January 2026,9,,9,9,8,https://www.coffeereview.com/review/panama-boquete-2/,2026-01-16,8,,,,,,,,
85,Taylor Maid Farms,Organic Occidental Decaf Espresso,"Delicate but attractive aroma complicated by chocolate and low-acid tropical fruit notes. In the small cup medium body and a rather lean mouthfeel. The flavor is simple, cedar-toned, pungent-sweet, with a hint of semi-sweet chocolate. Rich in the short finish, a bit heavy in the long. In milk rather delicate, sweet-cedar-toned with a continuing hint of chocolate.",All coffees composing this blend are certified organically grown and grown in mixed-species shade. Taylor Maid Farms is a leading producer of organic coffees and teas and a leader in the world of organic and specialty coffee generally. Visit www.taylormaidfarms.com or call 888-688-7272 for more info.,,"Sebastopol, California",Not Disclosed,Very Dark,20/33,,March 2005,8,,6,7,7,https://www.coffeereview.com/review/organic-occidental-decaf-espresso/,2014-10-02,,7,,,,,,,
94,Kakalove Cafe,Ethiopia Washed Sidama Shilcho Coop G1,"Sweet-toned and buoyant; delicately pungent. Moist pipe tobacco, guava-like fruit, honey, rose-like flowers in aroma and cup. Gentle, complexly expressed acidity; silky, very lively mouthfeel. The floral notes in particular carry into a sweet, flavor-saturated finish.","From the Shilcho cooperative. G1 refers to Grade 1, the highest grade of Ethiopia coffee. Processed by the orthodox wet or “washed” method, in which the fruit residue is removed or “washed” from the beans immediately after picking and before drying. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Kakalove Café is a nano-roaster located the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.",,"Chia-Yi, Taiwan","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Light,64/80,NT $650/16 ounces,January 2014,9,9,9,9,8,https://www.coffeereview.com/review/ethiopia-washed-sidama-shilcho-coop-g1/,2016-01-25,,,,,,,,,
91,Flight Coffee Co.,Bolivia Buenavista Colonia Villa Rosario,"Musky and savory. Wet oak, sweet pumpkin, cantaloupe, mushroom, dark chocolate in aroma and cup. Rich, bittersweet acidity; medium-full mouthfeel. Roundly dry short finish; sweetens and turns chocolaty in the long.","Produced by small-holding farmers in the town of Villa Rosario and processed at the admired Buenavista mill. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire","Caranavi Province, west-central Bolivia.",Medium-Dark,52/61,$13.50/12 ounces,April 2013,8,7,8,9,9,https://www.coffeereview.com/review/bolivia-buenavista-colonia-villa-rosario/,2020-02-27,,,,,,,,,
94,Magnolia Coffee,Ecuador La Josefina Estate,"Richly aromatic, floral, spice-toned. Orange blossom, dark chocolate, agave, cedar, cardamom in aroma and cup. Sweetly savory structure with high-toned acidity; viscous, full, syrupy-smooth mouthfeel. The finish consolidates to orange blossom and cardamom.","Produced by Leopoldo Andrade of La Josefina Estate, entirely of the Sidra variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Magnolia Coffee is a Charlotte-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information.","An impressive example of the rare Sidra variety, nuanced and deep, with impulses ranging from sweet to spice-toned, floral to fruity.","Charlotte, North Carolina","El Chaco Canton, Parroquia Santa Rosa, Napo Province, Ecuador",Medium-Light,62/84,$25.00/12 ounces,July 2023,9,,9,9,8,https://www.coffeereview.com/review/ecuador-la-josefina-estate/,2023-07-05,9,,,,,,,,
95,JBC Coffee Roasters,Bekele Gemeda Ethiopia,"Floral-driven and luminous. White peach, lemon blossom, pink grapefruit zest, and cocoa nib in aroma and cup. Sparkling, high-definition acidity; silky, very smooth body. The finish is long and expressive, extending citrus and floral sweetness over a soft cocoa undertone.","Produced by Bekele Gemeda, from trees of local landrace varieties of Arabica long grown in the region, and processed by the washed method (fruit skin and pulp removed before drying). Imported by Cafe Imports. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A beautifully articulated washed Yirgacheffe that highlights producer Bekele Gemeda’s meticulous production with radiant florals, precise acidity, and refined cocoa depth.","Madison, Wisconsin","Gedeb, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,62/82,$28.00/12 ounces,January 2026,9,,9,9,9,https://www.coffeereview.com/review/bekele-gemeda-ethiopia/,2026-01-16,9,,,,,,,,
92,Paradise Roasters,Espresso Nuevo,"Rich, deeply fruity papaya-toned chocolate in the aroma. In the small cup the body is medium in weight but smooth and balanced in mouthfeel; the flavor crisp but resonant, with a tightly knit complexity: wine, chocolate, cedar, perhaps pear. The finish is heavy but smooth and rich, with a recollection of chocolate. Sweetens and blooms in milk without losing its crisp elegance: fresh leather, pear, mint, cherry-toned chocolate.",Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.,,"Anoka, Minnesota",Not Disclosed,Medium-Dark,47/58,,February 2005,9,8,8,7,8,https://www.coffeereview.com/review/espresso-nuevo/,2014-10-02,,,,,,,,,
93,Paradise Roasters,S.O. Espresso Guatemala Concepcion Buena Vista,"Evaluated as espresso. Bold, chocolaty and citrus-toned. Tangerine, sandalwood, lily and savory chocolate in aroma and cup. Plump, creamy mouthfeel; chocolate and tangerine persist in a pleasingly tart finish.","This coffee is a blend of beans from trees of the Caturra and Bourbon varieties, produced by Bernardo Solano, a third-generation farmer of the Concepcion Buena Vista family farm. It is a wet-processed or “washed” coffee, meaning that the fruit skin and pulp were removed before drying. Paradise Roasters specializes in micro-lot coffees and espressos from Hawaii and other premier coffee growing regions. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",,"Ramsey, Minnesota","Chimaltenango Department, Guatemala",Medium-Dark,46/58,$14.95/12 ounces,January 2016,9,,9,9,8,https://www.coffeereview.com/review/s-o-espresso-guatemala-concepcion-buena-vista/,2016-01-26,,8,,,,,,,
92,Flight Coffee Co.,Rwanda Karongi Gitesi,"Savory-sweet and lushly floral-toned. Flowers, plum, dark chocolate, raisin in aroma and cup. Delicately balanced, crisply sweet acidity; lightly syrupy mouthfeel. Rich, deeply flavor-saturated finish.","From trees of the heirloom Bourbon variety and processed at prize-winning Gitesi mill. Rwanda's impressive potential as fine coffee producer has come to fruition over the past decade owing to the industry of its growers, generous support from international aid agencies, and the commitment of North American specialty coffee roasters. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire","Kirambo, Karongi District, Rwanda.",Medium-Dark,50/57,$13.50/12 ounces,April 2013,8,8,8,9,9,https://www.coffeereview.com/review/rwanda-karongi-gitesi/,2020-02-27,,,,,,,,,
95,Paradise Roasters,Kona K7,"Richly nut-toned, very sweet. Toffee, hazelnut, magnolia, green grape, marjoram in aroma and cup. Bright, juicy-sweet acidity; lively, viscous mouthfeel. Long, resonant finish that harmoniously carries forward all the notes from the cup.","Produced at Noelani Farm, entirely of the K7 variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 763-433-0626 for more information.","A fine, classic washed Kona cup: deep-toned, balanced, richly sweet, floral.","Hilo, Big Island of Hawai'i","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,63/79,$35.00/4 ounces,July 2023,9,,9,9,9,https://www.coffeereview.com/review/kona-k7-2/,2023-07-05,9,,,,,,,,
84,Kaldi's Best Sustainable Coffees,Fellowship of the Bean Espresso,"A pleasant but rather predictable American-style espresso blend. Subdued chocolate and fruit in the aroma, medium body with a somewhat lean mouthfeel, smoky and pungently cedar-toned flavor with a little shimmer of dry cocoa. Softens and sweetens in milk to a cedarish chocolate with a hint of fresh leather.","All coffees composing this blend are certified organically grown and certified Fair Trade, meaning they were purchased from small-holding farmers at a ""fair"" or economically sustainable price. Kaldi's Best is a small wholesale and retail roaster specializing in sustainable - certified organic, Fair Trade - coffees. Visit www.kaldisbest.com or call 800-525-3475 for more information.",,"Madison, Wisconsin",Not Disclosed,Very Dark,34/43,,March 2005,7,,7,7,7,https://www.coffeereview.com/review/fellowship-of-the-bean-espresso/,2014-10-02,,7,,,,,,,
93,JBC Coffee Roasters,El Diviso Yellow Papayo Natural,"Fruit-forward and sweetly fermenty. Papaya, ripe strawberry, mango lassi, bubblegum, and baking chocolate in aroma and cup. Rounded, gentle acidity; plush, syrupy mouthfeel. The sweet finish is softly tropical with lingering chocolate tones.","Produced by Nestor and Adrian Lasso of Finca El Diviso, entirely of the Yellow Papayo variety of Arabica, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A fun Yellow Papayo natural that balances playful fruit expression (from tropical to bubblegum) with comforting chocolate richness and a smooth, easygoing structure.","Madison, Wisconsin","Bruselas, Huila Department, Colombia",Medium-Light,62/87,$26.00/8 ounces,January 2026,9,,9,9,8,https://www.coffeereview.com/review/el-diviso-yellow-papayo-natural/,2026-01-16,8,,,,,,,,
87,Tully's Coffee,House Blend (K-Cup),"(As brewed in a Keurig Platinum B70 single-serve brewing device using a ""K-Cup"" capsule to produce 6-ounce serving): Sweet-toned, caramelly aroma with hints of milk chocolate, butter, orange. Balanced, gentle acidity; pleasingly silky mouthfeel. Crisp and balanced in the cup with continued caramelly chocolate, butter, hints of orange and aromatic wood. Flavor fades rather quickly in the finish though a little caramelly chocolate hangs on.","Certified organically grown and Fair Trade, meaning this coffee was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Keurig brewing devices were among the first single-serve brewers on the market, starting in the mid 1990's with office models and now with three home models, the no-frills B40, the B60 with more flexible brew-strength/serving size, and the full-featured Platinum B70 model. This sample is offered in an ""Extra Bold"" K-Cup, which packs more coffee into the capsule and presumably produces a more intense flavor profile than a normal K-Cup. Tully's is a large quality-oriented specialty roasting company and cafe chain based in Seattle. Visit www.tullys.com or call 800-968-8559 for more information.",,"Seattle, Washington",Not disclosed.,Very Dark,0/36,$16.49/24 K-Cups,March 2012,7,7,8,8,7,https://www.coffeereview.com/review/house-blend-k-cup-2/,2016-02-01,,,,,,,,,
93,Flight Coffee Co.,Papua New Guinea AA Akora,"Sweet, floral, clean. Lavender and plum flower, honey, cherry, candied pecan in aroma and cup. Lightly bright and juicy acidity, creamy mouthfeel. The plum-blossom note in particular lingers in a sweet and persistent finish.","The high mountain valleys of central Papua New Guinea offer some of the world’s most favorable terroirs for production of fine coffee. When these coffees are carefully prepared by the traditional wet or washed method, as is the case with this coffee, they can compete with the worlds finest. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire","Eastern Highlands Province, Papua New Guinea",Medium,57/72,$12.00/12 ounces,March 2013,8,9,8,9,9,https://www.coffeereview.com/review/papua-new-guinea-aa-akora/,2020-02-27,,,,,,,,,
94,RamsHead Coffee Roasters,El Salvador Bourbon Semi-Washed,"Complex, sweetly spice-toned. Dark caramel, tea rose, clove, pear, myrrh in aroma and cup. Brightly sweet with malic acidity; plush, syrupy mouthfeel. The crisply sweet finish consolidates to notes of clove and pear.","Produced by the Adolfo family of Finca Colombia, entirely of the Bourbon variety of Arabica, and processed by Mario Valiente by the semi-washed or honey method, in which the skins are removed from the fruit but some of the fruit flesh is allowed to dry on the beans. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A spice-toned, semi-washed (honey) El Salvador with deep floral and rich spice notes and an especially syrupy body.","Livingston, Montana","Cordillera de Llamatepec, El Salvador",Medium,58/72,$17.50/12 ounces,July 2023,9,,9,9,8,https://www.coffeereview.com/review/el-salvador-bourbon-semi-washed/,2023-07-07,9,,,,,,,,
95,JBC Coffee Roasters,Kamagogo Kenya,"Juicy and classically structured. Black currant, pink grapefruit zest, red plum, marjoram, and cocoa nib in aroma and cup. Bright, energetic acidity; dense, creamy body. The finish is vibrant and sustained, carrying fruit intensity and savory herbaceousness into a rich cocoa long.","Produced by smallholding farmers, from trees of the SL28, SL34, Ruiru 11, and Batian varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A textbook high-elevation Kenya with vivid fruit clarity, driving acidity and depth that rewards slow, attentive sipping as it cools.","Madison, Wisconsin","Muranga’a, Embu County, Kenya",Medium,60/77,$28.00/12 ounces,January 2026,9,,9,9,9,https://www.coffeereview.com/review/kamagogo-kenya-2/,2026-01-16,9,,,,,,,,
82,Allegro Coffee,Organic Espresso Sierra,"Subdued cedar and prune in the aroma. In the small cup medium body and lean mouthfeel. In flavor slightly smoky, slightly sharp, cedar-toned and rather shallow, with a suggestion of fruit and semi (very semi)-sweet chocolate. Shortish and rather astringent finish. Sweetens and rounds in milk, with some fruity chocolate softening the cedar and smoke.","All coffees composing this blend are certified organically grown. An extremely dark-roasted espresso, darker roasted, for example, than either Peet's or Starbucks espressos, surprising from a roasting company not known for its dark roasting. Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country's largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-277-1107 for more information.",,"Thornton, Colorado",Not Disclosed,Very Dark,24/31,,March 2005,7,,6,6,6,https://www.coffeereview.com/review/organic-espresso-sierra/,2014-10-02,,7,,,,,,,
95,Flight Coffee Co.,Kenya Riakiberu Peaberry,"Intense, crisp, juicy. Tartly sweet berry notes -- black berry, black currant; lush flowers, honey, roasted cocoa nib in aroma and cup. Rich, balanced acidity; lightly syrupy mouthfeel. Flavor carries deep into a long, resonant finish.","Produced by the Kamacharia Farmers Cooperative Society and almost entirely from trees of the admired, Bourbon-derived SL28 variety. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world's most elegant and distinctive coffees. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire","Muranga District, central Kenya.",Medium-Dark,45/67,$13.00/12 ounces,March 2013,9,9,8,10,9,https://www.coffeereview.com/review/kenya-riakiberu-peaberry/,2020-02-27,,,,,,,,,
87,Diedrich Coffee,Colombia (K-Cup),"(As brewed on a Keurig B70 Platinum single-serve brewing device using a ""K-Cup"" capsule to produce 6- and 8-ounce servings): Sweet aroma with hints of caramel, dark chocolate and fruit. In the cup soft, roast-muted acidity, silky mouthfeel and a continued caramelly dark chocolate and fruit, most pronounced at the stronger (6-ounce) serving size. The finish disappoints: woody astringency dominates the faintly lingering chocolate sweetness.","Keurig brewing devices were among the first single-serve brewers on the market, starting in the mid 1990's with office models and now including five home models with varying features and price-points. Headquartered in Orange County, California, Diedrich Coffee is a specialty coffee company that offers a range of whole bean and single serve coffees at retail locations and online. Visit www.diedrichcoffee.com or call 800-354-5282 for more information.",,"Irvine, California",Colombia,Very Dark,0/40,$12.95/24 K-Cups,September 2010,8,7,8,8,6,https://www.coffeereview.com/review/colombia-k-cup-3/,2016-02-01,,,,,,,,,
93,Ba Yang,Guatemala El Injerto,"Brightly sweet, vibrant. Nectarine, hazelnut, grapefruit zest, fresh-cut oak, agave syrup in aroma and cup. Juicy acidity; crisp, satiny mouthfeel. Finish consolidates to notes of hazelnut and grapefruit.","Produced by Arturo Aguirre of El Injerto Farm, from trees of the Caturra and Bourbon varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed before beans are dried). Ba Yang Coffee is a specialty roaster based in New Taipei City, Taiwan. Visit www.ruten.com.tw/store/kiki9i/ for more information.","Lively and richly sweet, this Guatemala leads with notes of stone fruit and hazelnut.","New Taipei, Taiwan","La Libertad, Huehuetenango Department, Guatemala",Medium,60/75,NT $120/227 grams,July 2023,9,,8,9,8,https://www.coffeereview.com/review/guatemala-el-injerto-4/,2023-07-10,9,,,,,,,,
94,JBC Coffee Roasters,Emerson Narváez SL28 Colombia,"Sweetly expressive and composed. Red apple, raspberry, orange zest, magnolia, and cocoa nib in aroma and cup. Lively but measured acidity; smooth, rounded mouthfeel. The finish tapers gracefully, highlighting fruit sweetness and restrained cocoa.","Produced by Emerson Felipe Narváez, entirely of the SL28 variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A finely tuned washed SL28 that delivers an elegant cup via crisp fruit, balanced structure, and a gently resonant finish.","Madison, Wisconsin","Cumbitara, Nariño Department, Colombia",Medium-Light,63/87,$26.00/8 ounces,January 2026,9,,9,9,8,https://www.coffeereview.com/review/emerson-narvaez-sl28-colombia/,2026-01-16,9,,,,,,,,
87,Diedrich Coffee,Bantu Blend,"Simple but deeply rich aroma, with a distinct raisin/prune complication. The cup displays a gentle acidity wrapped in a deep, fundamental sweetness, with muted notes of dusk-blooming flowers, papaya, caramel, raisins. Simple but long, clean finish.","A blend of coffees from East, Central and southern Africa. Diedrich Coffee is a large, publicly-traded specialty coffee chain headquartered in southern California that offers an impressive selection of single-origin and blended coffees at its many locations and online. The company was founded by Martin Diedrich, a third-generation member of a coffee family whose multi-generational odyssey extended from Costa Rica to Vienna to Guatemala and finally to the U.S. Visit www.diedrichcoffee.com or call 800-354-5282 for more info.",,"Irvine, California","East, Central, and southern Africa",Dark,40/47,,February 2005,7,7,8,8,7,https://www.coffeereview.com/review/bantu-blend/,2014-10-02,,,,,,,,,
93,Mi's Cafe,Mi’s Blend,"Sweetly and gently bright, quietly intricate. Orange, cedar, roasted cacao nib, jasmine in aroma and cup. Delicate, graceful acidity; light, silky mouthfeel. Orange and jasmine in particular carry into a sweet-toned, surprisingly resonant finish.","A blend of natural Ethiopia, washed Panama and honey-processed Costa Rica coffee beans. Mi’s Cafe is an in-store roaster and coffee shop in Kaohsiung City, Taiwan. For more information, call 886-7-2010188, email andy16845@gmail.com or visit www.facebook.com/MISCOFFEE.",,"Kaohsiung City, Taiwan","Ethiopia, Panama, Costa Rica",Medium-Light,58/84,NT $300/8 ounces,February 2016,9,9,8,9,8,https://www.coffeereview.com/review/mis-blend/,2016-02-02,,,,,,,,,
93,Buon Caffe,Panama Hacienda La Esmeralda Diamond Mountain Catuai Washed,"Crisply sweet-tart, citrusy. Lime zest, cocoa nib, jasmine, plum, cedar in aroma and cup. Balanced, vibrant acidity; satiny-smooth mouthfeel. Cocoa-toned citrus notes lead in the long finish.","Produced at Hacienda La Esmeralda, entirely of the Catuai variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed before beans are dried). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A Catuai from famed Panama Geisha producer Hacienda La Esmeralda — complex, cocoa and citrus driven.","Taipei, Taiwan","Boquete growing region, western Panama",Medium,60/77,NT $325/8 ounces,July 2023,9,,8,9,8,https://www.coffeereview.com/review/panama-hacienda-la-esmeralda-diamond-mountain-catuai-washed/,2023-07-10,9,,,,,,,,
92,Flight Coffee Co.,Ethiopia Saris Abaya,"Sweet, deep, fermenty. Very ripe blueberry and strawberry, minty dark chocolate, brandy, walnut in aroma and cup. Round, rich acidity; full, syrupy mouthfeel. A savory edge in the cup turns more prominent in a drying finish.","This is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire","Guji Zone, Sidama Province, southern Ethiopia.",Medium,54/67,$13.50/12 ounces,February 2013,9,8,9,9,7,https://www.coffeereview.com/review/ethiopia-saris-abaya/,2020-02-27,,,,,,,,,
94,Utopian Coffee,Ethiopia Deri Fahmi Wate,"Fruit-saturated and aromatic. Blackberry, ripe strawberry, pink grapefruit zest, lemon verbena, and cocoa nib in aroma and cup. Bright, juicy acidity; syrupy-smooth body. Gently resonant finish with notes of ripe fruit sweetness and crisp cocoa nib.","Produced by Deri Fahmi Wate, from local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information.","A confidently Guji natural that delivers vivid fruit character with polish and balance, offering depth, complexity, and classic familiarity.","Fort Wayne, Indiana","Deri Kidame, Hambella Wamena, West Guji, Ethiopia",Medium-Light,64/84,$24.00/10.9 ounces,January 2026,9,,9,9,8,https://www.coffeereview.com/review/ethiopia-deri-fahmi-wate/,2026-01-16,9,,,,,,,,
